"Jahr","Q [m3/s]","P [m ü. M.]","gleitender 100 jähriger MW","Gewässerkorrektionen"
1477,NA,NA,6407,NA
1478,NA,NA,6407,NA
1479,NA,NA,6407,NA
1480,6407,NA,6407,NA
1481,NA,NA,6407,NA
1482,NA,NA,6407,NA
1483,NA,NA,6407,NA
1484,NA,NA,6407,NA
1485,NA,NA,6407,NA
1486,NA,NA,6407,NA
1487,NA,NA,6407,NA
1488,NA,NA,6407,NA
1489,NA,NA,6407,NA
1490,NA,NA,6407,NA
1491,NA,NA,6407,NA
1492,NA,NA,6407,NA
1493,NA,NA,6407,NA
1494,NA,NA,6407,NA
1495,NA,NA,6407,NA
1496,NA,NA,6407,NA
1497,NA,NA,6407,NA
1498,NA,NA,6407,NA
1499,NA,NA,6407,NA
1500,NA,NA,6407,NA
1501,NA,NA,6407,NA
1502,NA,NA,6407,NA
1503,NA,NA,6407,NA
1504,NA,NA,6407,NA
1505,NA,NA,5898,NA
1506,5389,NA,5898,NA
1507,NA,NA,5898,NA
1508,NA,NA,5898,NA
1509,NA,NA,5898,NA
1510,NA,NA,5898,NA
1511,NA,NA,5898,NA
1512,NA,NA,5898,NA
1513,NA,NA,5898,NA
1514,NA,NA,5898,NA
1515,NA,NA,5898,NA
1516,NA,NA,5898,NA
1517,NA,NA,5898,NA
1518,NA,NA,5898,NA
1519,NA,NA,5898,NA
1520,NA,NA,5898,NA
1521,NA,NA,5898,NA
1522,NA,NA,5898,NA
1523,NA,NA,5898,NA
1524,NA,NA,5898,NA
1525,NA,NA,5850.33333333333,NA
1526,5755,NA,5850.33333333333,NA
1527,NA,NA,5850.33333333333,NA
1528,NA,NA,5850.33333333333,NA
1529,NA,NA,5850.33333333333,NA
1530,NA,NA,5572,NA
1531,NA,NA,5572,NA
1532,NA,NA,5572,NA
1533,NA,NA,5572,NA
1534,NA,NA,5572,NA
1535,NA,NA,5572,NA
1536,NA,NA,5572,NA
1537,NA,NA,5572,NA
1538,NA,NA,5572,NA
1539,NA,NA,5572,NA
1540,NA,NA,5572,NA
1541,NA,NA,5572,NA
1542,NA,NA,5572,NA
1543,NA,NA,5572,NA
1544,NA,NA,5572,NA
1545,NA,NA,5572,NA
1546,NA,NA,5572,NA
1547,NA,NA,5572,NA
1548,NA,NA,5572,NA
1549,NA,NA,5572,NA
1550,NA,NA,5572,NA
1551,NA,NA,5572,NA
1552,NA,NA,5572,NA
1553,NA,NA,5572,NA
1554,NA,NA,5572,NA
1555,NA,NA,5572,NA
1556,NA,NA,5755,NA
1557,NA,NA,5755,NA
1558,NA,NA,5755,NA
1559,NA,NA,5755,NA
1560,NA,NA,5755,NA
1561,NA,NA,5755,NA
1562,NA,NA,5755,NA
1563,NA,NA,5755,NA
1564,NA,NA,5436.5,NA
1565,5118,NA,5378,NA
1566,5261,NA,5436.25,NA
1567,5611,NA,5560.4,NA
1568,6057,NA,5560.4,NA
1569,NA,NA,5701.5,NA
1570,6407,NA,5701.5,NA
1571,NA,NA,5701.5,NA
1572,NA,NA,5701.5,NA
1573,NA,NA,5701.5,NA
1574,NA,NA,5701.5,NA
1575,NA,NA,5701.5,NA
1576,NA,NA,5690.8,NA
1577,NA,NA,5690.8,NA
1578,NA,NA,5690.8,NA
1579,NA,NA,5690.8,NA
1580,NA,NA,5690.8,NA
1581,NA,NA,5690.8,NA
1582,NA,NA,5690.8,NA
1583,NA,NA,5690.8,NA
1584,NA,NA,5690.8,NA
1585,NA,NA,5690.8,NA
1586,NA,NA,5690.8,NA
1587,NA,NA,5690.8,NA
1588,NA,NA,5677.5,NA
1589,5611,NA,5677.5,NA
1590,NA,NA,5677.5,NA
1591,NA,NA,5677.5,NA
1592,NA,NA,5677.5,NA
1593,NA,NA,5677.5,NA
1594,NA,NA,5677.5,NA
1595,NA,NA,5677.5,NA
1596,NA,NA,5677.5,NA
1597,NA,NA,5677.5,NA
1598,NA,NA,5677.5,NA
1599,NA,NA,5677.5,NA
1600,NA,NA,5677.5,NA
1601,NA,NA,5677.5,NA
1602,NA,NA,5677.5,NA
1603,NA,NA,5677.5,NA
1604,NA,NA,5677.5,NA
1605,NA,NA,5677.5,NA
1606,NA,NA,5677.5,NA
1607,NA,NA,5677.5,NA
1608,NA,NA,5677.5,NA
1609,NA,NA,5677.5,NA
1610,NA,NA,5677.5,NA
1611,NA,NA,5677.5,NA
1612,NA,NA,5677.5,NA
1613,NA,NA,5677.5,NA
1614,NA,NA,5677.5,NA
1615,NA,NA,5789.4,NA
1616,NA,NA,5921.5,NA
1617,NA,NA,6025,NA
1618,NA,NA,6009,NA
1619,NA,NA,6009,NA
1620,NA,NA,5611,NA
1621,NA,NA,5611,NA
1622,NA,NA,5611,NA
1623,NA,NA,5611,NA
1624,NA,NA,5611,NA
1625,NA,NA,5611,NA
1626,NA,NA,5611,NA
1627,NA,NA,5611,NA
1628,NA,NA,5611,NA
1629,NA,NA,5611,NA
1630,NA,NA,5611,NA
1631,NA,NA,5611,NA
1632,NA,NA,5611,NA
1633,NA,NA,5611,NA
1634,NA,NA,5611,NA
1635,NA,NA,5611,NA
1636,NA,NA,5611,NA
1637,NA,NA,5611,NA
1638,NA,NA,5611,NA
1639,NA,NA,NA,NA
1640,NA,NA,NA,NA
1641,NA,NA,NA,NA
1642,NA,NA,NA,NA
1643,NA,NA,NA,NA
1644,NA,NA,NA,NA
1645,NA,NA,NA,NA
1646,NA,NA,NA,NA
1647,NA,NA,NA,NA
1648,NA,NA,NA,NA
1649,NA,NA,NA,NA
1650,NA,NA,6407,NA
1651,6407,NA,6407,NA
1652,6407,NA,6407,NA
1653,NA,NA,6407,NA
1654,NA,NA,6407,NA
1655,NA,NA,6407,NA
1656,NA,NA,6407,NA
1657,NA,NA,6407,NA
1658,NA,NA,6407,NA
1659,NA,NA,6407,NA
1660,NA,NA,6407,NA
1661,NA,NA,5982.66666666667,NA
1662,5134,NA,5834.25,NA
1663,5389,NA,5745.2,NA
1664,5389,NA,5745.2,NA
1665,NA,NA,5745.2,NA
1666,NA,NA,5745.2,NA
1667,NA,NA,5745.2,NA
1668,NA,NA,5745.2,NA
1669,NA,NA,5745.2,NA
1670,NA,NA,5745.2,NA
1671,NA,NA,5745.2,NA
1672,NA,NA,5855.5,NA
1673,6407,NA,5855.5,NA
1674,NA,NA,5855.5,NA
1675,NA,NA,5855.5,NA
1676,NA,NA,5855.5,NA
1677,NA,NA,5855.5,NA
1678,NA,NA,5827.42857142857,NA
1679,5659,NA,5827.42857142857,NA
1680,NA,NA,5827.42857142857,NA
1681,NA,NA,5827.42857142857,NA
1682,NA,NA,5827.42857142857,NA
1683,NA,NA,5827.42857142857,NA
1684,NA,NA,5827.42857142857,NA
1685,NA,NA,5827.42857142857,NA
1686,NA,NA,5827.42857142857,NA
1687,NA,NA,5827.42857142857,NA
1688,NA,NA,5772.625,NA
1689,5389,NA,5676.88888888889,NA
1690,4911,NA,5676.88888888889,NA
1691,NA,NA,5676.88888888889,NA
1692,NA,NA,5635.3,NA
1693,5261,NA,5612.90909090909,NA
1694,5389,NA,5612.90909090909,NA
1695,NA,NA,5612.90909090909,NA
1696,NA,NA,5612.90909090909,NA
1697,NA,NA,5612.90909090909,NA
1698,NA,NA,5612.90909090909,NA
1699,NA,NA,5612.90909090909,NA
1700,NA,NA,5612.75,NA
1701,5611,NA,5540.54545454545,NA
1702,NA,NA,5453.9,NA
1703,NA,NA,5453.9,NA
1704,NA,NA,5453.9,NA
1705,NA,NA,5453.9,NA
1706,NA,NA,5453.9,NA
1707,NA,NA,5453.9,NA
1708,NA,NA,5453.9,NA
1709,NA,NA,5453.9,NA
1710,NA,NA,5453.9,NA
1711,NA,NA,5453.9,NA
1712,NA,NA,5489.44444444444,NA
1713,NA,NA,5779.55555555556,NA
1714,8000,8000,5828.375,"Kanderkorrektion"
1715,NA,NA,5804.22222222222,NA
1716,5611,NA,5804.22222222222,NA
1717,NA,NA,5804.22222222222,NA
1718,NA,NA,5804.22222222222,NA
1719,NA,NA,5804.22222222222,NA
1720,NA,NA,5804.22222222222,NA
1721,NA,NA,5804.22222222222,NA
1722,NA,NA,5804.22222222222,NA
1723,NA,NA,5728.875,NA
1724,NA,NA,5728.875,NA
1725,NA,NA,5728.875,NA
1726,NA,NA,5728.875,NA
1727,NA,NA,5728.875,NA
1728,NA,NA,5728.875,NA
1729,NA,NA,5738.85714285714,NA
1730,NA,NA,5738.85714285714,NA
1731,NA,NA,5738.85714285714,NA
1732,NA,NA,5661.25,NA
1733,5118,NA,5600.88888888889,NA
1734,5118,NA,5600.88888888889,NA
1735,NA,NA,5600.88888888889,NA
1736,NA,NA,5600.88888888889,NA
1737,NA,NA,5600.88888888889,NA
1738,NA,NA,5600.88888888889,NA
1739,NA,NA,5630.88888888889,NA
1740,5659,NA,5720.875,NA
1741,NA,NA,5720.875,NA
1742,NA,NA,5720.875,NA
1743,NA,NA,5786.57142857143,NA
1744,NA,NA,5852.83333333333,NA
1745,NA,NA,5852.83333333333,NA
1746,NA,NA,5852.83333333333,NA
1747,NA,NA,5852.83333333333,NA
1748,NA,NA,5852.83333333333,NA
1749,NA,NA,5768.28571428571,NA
1750,5261,NA,5768.28571428571,NA
1751,NA,NA,5794.5,NA
1752,NA,NA,5794.5,NA
1753,NA,NA,5794.5,NA
1754,NA,NA,5794.5,NA
1755,NA,NA,5794.5,NA
1756,NA,NA,5794.5,NA
1757,NA,NA,5775.14285714286,NA
1758,5659,NA,5775.14285714286,NA
1759,NA,NA,5775.14285714286,NA
1760,NA,NA,5775.14285714286,NA
1761,NA,NA,5663.125,NA
1762,4879,NA,5663.125,NA
1763,NA,NA,5602.55555555556,NA
1764,5118,250.13,5302.875,NA
1765,NA,NA,5302.875,NA
1766,NA,NA,5258.85714285714,NA
1767,NA,NA,5258.85714285714,NA
1768,NA,NA,5258.85714285714,NA
1769,NA,NA,5258.85714285714,NA
1770,NA,NA,5258.85714285714,NA
1771,NA,NA,5258.85714285714,NA
1772,NA,NA,5258.85714285714,NA
1773,NA,NA,5258.85714285714,NA
1774,NA,NA,5258.85714285714,NA
1775,NA,NA,5258.85714285714,NA
1776,NA,NA,5258.85714285714,NA
1777,NA,NA,5149.75,NA
1778,4386,NA,5149.75,NA
1779,NA,NA,5149.75,NA
1780,NA,NA,5149.75,NA
1781,NA,NA,5149.75,NA
1782,NA,NA,5149.75,NA
1783,NA,NA,5154.28571428571,NA
1784,NA,NA,5160.33333333333,NA
1785,NA,NA,5160.33333333333,NA
1786,NA,NA,5160.33333333333,NA
1787,NA,NA,5160.33333333333,NA
1788,NA,NA,5160.33333333333,NA
1789,NA,NA,5160.33333333333,NA
1790,NA,NA,4937.5,NA
1791,4322,NA,4937.5,NA
1792,NA,NA,4937.5,NA
1793,NA,NA,4937.5,NA
1794,NA,NA,4937.5,NA
1795,NA,NA,4937.5,NA
1796,NA,NA,4937.5,NA
1797,NA,NA,4937.5,NA
1798,NA,NA,4937.5,NA
1799,NA,NA,4937.5,NA
1800,NA,NA,4982.66666666667,NA
1801,5532,250.43,4982.66666666667,NA
1802,NA,NA,4982.66666666667,NA
1803,NA,NA,4982.66666666667,NA
1804,NA,NA,4982.66666666667,NA
1805,NA,NA,4982.66666666667,NA
1806,NA,NA,4982.66666666667,NA
1807,NA,NA,4982.66666666667,NA
1808,NA,NA,4847.4,NA
1809,NA,NA,4847.4,NA
1810,NA,NA,4847.4,NA
1811,NA,NA,4601,NA
1812,3369,NA,4402.66666666667,NA
1813,3689,NA,4402.66666666667,NA
1814,NA,NA,4259.6,NA
1815,NA,NA,4259.6,NA
1816,NA,NA,4348,NA
1817,4790,250.01,4348,NA
1818,NA,NA,4287.57142857143,NA
1819,3925,NA,4287.57142857143,NA
1820,NA,NA,4204.5,NA
1821,3623,NA,4204.5,NA
1822,NA,NA,4204.5,NA
1823,NA,NA,4177.33333333333,NA
1824,3960,NA,4125.2,NA
1825,3656,NA,4125.2,NA
1826,NA,NA,4125.2,NA
1827,NA,NA,4125.2,NA
1828,NA,NA,4096.22222222222,NA
1829,NA,NA,4096.22222222222,NA
1830,NA,NA,4075.7,NA
1831,3891,NA,4075.7,NA
1832,NA,NA,4075.7,NA
1833,NA,NA,4075.7,NA
1834,NA,NA,4075.7,NA
1835,NA,NA,4075.7,NA
1836,NA,NA,4075.7,NA
1837,NA,NA,4075.7,NA
1838,NA,NA,4075.7,NA
1839,NA,NA,4075.7,NA
1840,NA,NA,4075.7,NA
1841,NA,NA,4048.33333333333,NA
1842,NA,NA,4048.33333333333,NA
1843,NA,NA,4048.33333333333,NA
1844,NA,NA,4048.33333333333,NA
1845,NA,NA,3989.5,NA
1846,3460,NA,3989.5,NA
1847,NA,NA,3989.5,NA
1848,NA,NA,3989.5,NA
1849,NA,NA,3989.5,NA
1850,NA,NA,3981.63636363636,NA
1851,3903,NA,3991.63636363636,NA
1852,5642,250.55,3991.63636363636,NA
1853,NA,NA,3991.63636363636,NA
1854,NA,NA,3991.63636363636,NA
1855,NA,NA,3991.63636363636,NA
1856,NA,NA,3991.63636363636,NA
1857,NA,NA,3991.63636363636,NA
1858,NA,NA,3991.63636363636,NA
1859,NA,NA,3991.63636363636,NA
1860,NA,NA,3991.63636363636,NA
1861,NA,NA,3991.63636363636,NA
1862,NA,NA,4053.9,NA
1863,NA,NA,4094.44444444444,NA
1864,NA,NA,4094.44444444444,NA
1865,NA,NA,4094.44444444444,NA
1866,NA,NA,4094.44444444444,NA
1867,NA,NA,4007.5,NA
1868,NA,NA,3810.88888888889,NA
1869,2238,NA,3703,NA
1870,2954,NA,3554.7,NA
1871,2220,NA,3562.4,NA
1872,3700,NA,3420.45454545455,NA
1873,2001,NA,3382.41666666667,NA
1874,2964,NA,3244.75,NA
1875,2308,NA,3415.08333333333,NA
1876,5700,250.49,3410.38461538462,NA
1877,3354,NA,3738.21428571429,NA
1878,8000,8000,3647.6,"JGK I"
1879,2379,NA,3653.6875,NA
1880,3745,NA,3749.35294117647,NA
1881,5280,250.04,3791.94117647059,NA
1882,4615,NA,3723.55555555556,NA
1883,2561,NA,3619.52631578947,NA
1884,1747,NA,3519.1,NA
1885,1611,NA,3440.28571428571,NA
1886,1864,NA,3374.13636363636,NA
1887,1985,NA,3371.86956521739,NA
1888,3322,NA,3317.54166666667,NA
1889,2068,NA,3317.72,NA
1890,3322,NA,3299.57692307692,NA
1891,2846,NA,3258.03703703704,NA
1892,2178,NA,3194.78571428571,NA
1893,1487,NA,3150.27586206897,NA
1894,1904,NA,3114.46666666667,NA
1895,2076,NA,3108.35483870968,NA
1896,2925,NA,3112.54838709677,NA
1897,3590,NA,3093.59375,NA
1898,2506,NA,3085.51515151515,NA
1899,2827,NA,3054.58823529412,NA
1900,2034,NA,3055.74285714286,NA
1901,3095,NA,3031.77142857143,NA
1902,3064,NA,2948.31428571429,NA
1903,2721,NA,2927.38888888889,NA
1904,2195,NA,2912.32432432432,NA
1905,2370,NA,2918.73684210526,NA
1906,3156,NA,2902.84615384615,NA
1907,2299,NA,2892.925,NA
1908,2506,NA,2900.34146341463,NA
1909,3197,NA,2933.66666666667,NA
1910,4300,NA,2917.48837209302,NA
1911,2238,NA,2914.54545454545,NA
1912,2788,NA,2899.31111111111,NA
1913,2229,NA,2892.76086956522,NA
1914,2598,NA,2880.51063829787,NA
1915,2317,NA,2875.79166666667,NA
1916,2654,NA,2858.10204081633,NA
1917,2009,NA,2878.08,NA
1918,3857,NA,2883.52941176471,NA
1919,3156,NA,2895.07843137255,NA
1920,2827,NA,2872.25490196078,NA
1921,1790,NA,2880.39215686275,NA
1922,2635,NA,2854.47058823529,NA
1923,2378,NA,2872.98039215686,NA
1924,2945,NA,2857.80392156863,NA
1925,2190,NA,2878.47058823529,NA
1926,3362,NA,2821.56862745098,NA
1927,2798,NA,2810.3137254902,NA
1928,2780,NA,2690.78431372549,NA
1929,1904,NA,2707.66666666667,NA
1930,3240,NA,2688.76470588235,NA
1931,2781,NA,2642.58823529412,NA
1932,2925,NA,2606.21568627451,NA
1933,2760,NA,2605.80392156863,NA
1934,2540,NA,2631.35294117647,NA
1935,3050,NA,2652.11764705882,NA
1936,2670,NA,2662.23529411765,NA
1937,2380,NA,2679.78431372549,NA
1938,2880,NA,2674.45098039216,NA
1939,3050,NA,2698.60784313725,NA
1940,3300,NA,2681.70588235294,NA
1941,2460,NA,2675.90196078431,NA
1942,2550,NA,2674.17647058824,NA
1943,2090,NA,2715.60784313725,NA
1944,3600,NA,2731.21568627451,NA
1945,2700,NA,2748.35294117647,NA
1946,2950,NA,2735.11764705882,NA
1947,2250,NA,2730.21568627451,NA
1948,3340,NA,2710.29411764706,NA
1949,1490,NA,2713.09803921569,NA
1950,2970,NA,2730.07843137255,NA
1951,2900,NA,2723.90196078431,NA
1952,2780,NA,2738.33333333333,NA
1953,3800,NA,2746.54901960784,NA
1954,3140,NA,2766.8431372549,NA
1955,3230,NA,2772.72549019608,NA
1956,2670,NA,2775.54901960784,NA
1957,3300,NA,2779.09803921569,NA
1958,2480,NA,2765.64705882353,NA
1959,1820,NA,2756.09803921569,NA
1960,2710,NA,2712.17647058824,NA
1961,2060,NA,2720.45098039216,NA
1962,2660,NA,2707.74509803922,NA
1963,2140,NA,2710.50980392157,NA
1964,2370,NA,2725.25490196078,NA
1965,3350,NA,2735.70588235294,NA
1966,2850,NA,2730.13725490196,NA
1967,2370,NA,2767.01960784314,NA
1968,3890,NA,2744.13725490196,NA
1969,2690,NA,2744.80392156863,NA
1970,3190,NA,2731.72549019608,NA
1971,2160,NA,2772.11764705882,NA
1972,3850,NA,2782.21568627451,NA
1973,3150,NA,2780.29411764706,NA
1974,2280,246.428,2778.23529411765,NA
1975,2840,246.999,2785.88235294118,NA
1976,2580,246.735,2779.37254901961,NA
1977,3030,247.098,2805.88235294118,NA
1978,4150,248.147,2809.80392156863,NA
1979,2980,247.138,2842.47058823529,NA
1980,3570,247.664,2842.66666666667,NA
1981,3250,247.329,2848.13725490196,NA
1982,3060,247.154,2847.45098039216,NA
1983,2890,247.03,2846.07843137255,NA
1984,2690,246.795,2847.8431372549,NA
1985,2630,246.827,2857.1568627451,NA
1986,3525,247.621,2870.39215686275,NA
1987,3345,247.386,2889.11764705882,NA
1988,3335,247.33,2869.50980392157,NA
1989,1880,246.05,2882.64705882353,NA
1990,3720,247.772,2876.56862745098,NA
1991,2990,247.027,2883.43137254902,NA
1992,2810,246.992,2884.41176470588,NA
1993,2600,246.769,2934.41176470588,NA
1994,4640,248.504,2939.50980392157,NA
1995,3860,NA,2941.85114387967,NA
1996,2819.40833786327,NA,2936.3905472088,NA
1997,2671.5095697855,NA,2948.18813858114,NA
1998,2851.67715998933,NA,2977.18052844247,NA
1999,4818.61188292781,NA,2998.78045644916,NA
2000,2591.59632834132,NA,3000.93669637726,NA
2001,3079.96823633304,NA,3008.64312696661,NA
2002,3293.02796005695,NA,2996.56886763161,NA
2003,2164.2127739149,NA,2982.13547093271,NA
2004,3063.89676835609,NA,2986.73799955991,NA
2005,3374.72895998747,NA,2989.97470182897,NA
2006,3395.07181572201,NA,3027.39072880266,NA
2007,4578.21737565823,NA,3022.48555198493,NA
2008,3049.83598229531,NA,3032.29956499476,NA
2009,2980.51466350174,NA,3051.15764838546,NA
2010,2781.76225292573,NA,3044.47191951434,NA
2011,2369.02782757295,NA,3061.16469343226,NA
2012,2911.33146981372,NA,3082.81760679004,NA
2013,3764.29858124682,NA,3101.22494141978,NA
2014,3078.77406611674,NA,3114.02645335796,NA
2015,3022.87710884701,NA,3111.284644697,NA
2016,3210.16775829129,NA,3106.04812083345,NA
2017,2582.93728295883,NA,3125.29411686274,NA
2018,3351.54579749394,NA,3092.45097960784,NA
2019,2215,NA,3087.98039137255,NA
2020,2462,NA,3088.98039137255,NA
2021,3241,NA,3107.5599992,NA
